CONTROL,VIV_SEL,HOGAR,RESUL_H,N_INF,R_SEL,TOT_PER,FAC_HOG,DOM,EST,UPM
0100001,01,01,B,01,01,02,000191,U,005,00001
0100001,02,01,B,02,02,03,000191,U,005,00001
0100001,03,01,B,03,01,07,000191,U,005,00001
0100001,04,01,A,01,01,05,000191,U,005,00001
0100001,05,01,B,01,03,06,000191,U,005,00001
0100005,01,01,B,01,01,05,000179,U,004,00002
0100005,02,01,B,04,02,08,000179,U,004,00002
0100005,04,01,B,01,02,02,000179,U,004,00002
0100005,05,01,B,03,02,03,000179,U,004,00002
0100007,01,01,B,01,02,05,000173,U,004,00003
0100007,02,01,B,01,02,04,000173,U,004,00003
0100007,04,01,A,01,02,05,000173,U,004,00003
0100007,05,01,A,01,01,03,000173,U,004,00003
0100008,02,01,B,01,01,06,000157,U,005,00004
0100008,03,01,B,01,01,04,000157,U,005,00004
0100008,04,01,A,02,01,04,000157,U,005,00004
0100008,05,01,B,02,01,03,000157,U,005,00004
0100009,01,01,B,01,02,04,000126,U,004,00005
0100009,02,01,B,02,02,05,000126,U,004,00005
0100009,03,01,B,02,03,06,000126,U,004,00005
0100009,04,01,B,02,01,06,000126,U,004,00005
0100009,05,01,B,02,02,05,000126,U,004,00005
0100011,01,01,B,02,01,04,000193,U,006,00006
0100011,04,01,B,05,02,05,000193,U,006,00006
0100012,01,01,A,01,01,01,000147,U,004,00007
0100012,02,01,A,01,01,03,000147,U,004,00007
0100012,03,01,A,01,01,02,000147,U,004,00007
0100012,04,01,B,01,01,01,000147,U,004,00007
0100012,05,01,A,05,01,04,000147,U,004,00007
0100013,01,01,B,01,01,02,000170,U,005,00008
0100013,03,01,A,01,02,04,000170,U,005,00008
0100013,04,01,B,02,02,04,000170,U,005,00008
0100013,05,01,B,03,03,05,000170,U,005,00008
0100014,01,01,B,02,01,03,000136,U,005,00009
0100014,02,01,B,02,02,03,000136,U,005,00009
0100014,03,01,B,02,02,05,000136,U,005,00009
0100014,04,01,A,03,03,06,000136,U,005,00009
0100015,01,01,B,02,01,06,000155,U,004,00010
0100015,02,01,B,03,01,04,000155,U,004,00010
0100015,03,01,B,02,01,05,000155,U,004,00010
0100015,03,02,B,02,02,05,000155,U,004,00010
0100015,04,01,A,04,04,04,000155,U,004,00010
0100015,05,01,B,01,01,01,000155,U,004,00010
0100016,01,01,B,02,02,04,000171,U,005,00011
0100016,02,01,A,02,02,04,000171,U,005,00011
0100016,03,01,B,02,02,04,000171,U,005,00011
0100016,04,01,B,02,01,03,000171,U,005,00011
0100016,05,01,B,03,01,06,000171,U,005,00011
0100017,01,01,A,01,01,01,000173,U,005,00012
0100017,02,01,B,01,01,01,000173,U,005,00012
0100017,03,01,B,02,02,03,000173,U,005,00012
0100017,04,01,B,01,03,05,000173,U,005,00012
0100017,05,01,A,03,02,03,000173,U,005,00012
0100023,01,01,B,02,02,04,000180,U,004,00013
0100023,02,01,B,01,02,02,000180,U,004,00013
0100023,03,01,A,01,02,03,000180,U,004,00013
0100023,04,01,A,01,02,04,000180,U,004,00013
0100023,05,01,B,02,01,06,000180,U,004,00013
0100024,02,01,B,02,01,04,000183,U,006,00014
0100024,03,01,B,01,02,02,000183,U,006,00014
0100024,04,01,A,01,04,05,000183,U,006,00014
0100024,05,01,A,02,02,02,000183,U,006,00014
0140001,01,01,B,01,02,05,000185,U,005,00015
0140001,02,01,B,01,01,02,000185,U,005,00015
0140001,03,01,B,02,02,04,000185,U,005,00015
0140001,05,01,B,01,01,02,000185,U,005,00015
0140002,01,01,B,02,03,03,000184,U,005,00016
0140002,03,01,A,02,01,05,000184,U,005,00016
0140002,04,01,A,02,01,03,000184,U,005,00016
0140002,05,01,B,01,01,04,000184,U,005,00016
0140003,01,01,B,02,01,03,000159,U,004,00017
0140003,02,01,B,01,01,01,000159,U,004,00017
0140003,03,01,B,03,04,07,000159,U,004,00017
0140003,04,01,B,01,02,02,000159,U,004,00017
0140003,05,01,B,10,01,10,000159,U,004,00017
0140004,01,01,A,06,01,06,000205,U,006,00018
0140004,02,01,A,01,01,06,000205,U,006,00018
0140004,03,01,A,02,01,04,000205,U,006,00018
0140004,04,01,A,01,02,04,000205,U,006,00018
0140004,05,01,B,04,01,04,000205,U,006,00018
0140006,01,01,B,04,01,04,000237,U,004,00019
0140006,02,01,B,05,02,05,000237,U,004,00019
0140006,03,01,B,01,02,07,000237,U,004,00019
0140006,04,01,A,02,02,04,000237,U,004,00019
0140006,05,01,B,01,01,02,000237,U,004,00019
0140009,01,01,A,02,01,02,000197,U,006,00020
0140009,02,01,A,02,03,03,000197,U,006,00020
0140009,03,01,A,05,01,05,000197,U,006,00020
0140009,04,01,A,01,03,04,000197,U,006,00020
0140009,05,01,A,02,02,03,000197,U,006,00020
0140011,01,01,B,01,01,03,000169,U,005,00021
0140011,02,01,A,01,01,03,000169,U,005,00021
0140011,03,01,A,02,02,03,000169,U,005,00021
0140011,04,01,A,02,01,03,000169,U,005,00021
0140011,05,01,B,02,03,05,000169,U,005,00021
0140012,01,01,B,02,01,05,000150,U,004,00022
0140012,02,01,A,02,02,02,000150,U,004,00022
0140012,03,01,A,01,02,03,000150,U,004,00022
0140012,04,01,B,01,01,03,000150,U,004,00022
0140012,05,01,B,02,02,04,000150,U,004,00022
0140014,01,01,B,01,01,03,000177,U,005,00023
0140014,02,01,B,02,02,02,000177,U,005,00023
0140014,03,01,B,01,01,01,000177,U,005,00023
0140014,04,01,A,02,02,03,000177,U,005,00023
0140014,05,01,B,02,01,02,000177,U,005,00023
0140017,01,01,B,01,02,04,000213,U,006,00024
0140017,02,01,B,02,02,04,000213,U,006,00024
0140017,03,01,B,03,03,03,000213,U,006,00024
0140017,04,01,B,02,01,04,000213,U,006,00024
0140019,01,01,A,01,01,04,000137,U,004,00025
0140019,02,01,B,01,01,06,000137,U,004,00025
0140019,03,01,B,01,01,08,000137,U,004,00025
0140019,04,01,B,01,02,08,000137,U,004,00025
0140019,05,01,B,01,01,06,000137,U,004,00025
0140020,01,01,A,01,02,03,000177,U,005,00026
0140020,02,01,B,01,01,02,000177,U,005,00026
0140020,03,01,B,01,01,02,000177,U,005,00026
0140020,04,01,A,01,01,01,000177,U,005,00026
0140020,05,01,B,01,02,05,000177,U,005,00026
0140021,01,01,B,01,01,02,000199,U,006,00027
0140021,02,01,B,01,01,02,000199,U,006,00027
0140021,03,01,B,01,01,01,000199,U,006,00027
0140021,04,01,B,01,01,01,000199,U,006,00027
0140021,05,01,B,04,03,04,000199,U,006,00027
0140022,01,01,A,02,02,02,000185,U,004,00028
0140022,02,01,A,01,01,06,000185,U,004,00028
0140022,03,01,B,03,01,03,000185,U,004,00028
0140022,04,01,B,01,02,02,000185,U,004,00028
0140022,05,01,A,02,03,03,000185,U,004,00028
0140023,01,01,B,01,01,04,000166,U,005,00029
0140023,02,01,A,02,03,03,000166,U,005,00029
0140023,03,01,B,02,01,02,000166,U,005,00029
0140023,04,01,B,02,01,05,000166,U,005,00029
0140023,05,01,B,01,01,04,000166,U,005,00029
0140026,01,01,B,02,01,02,000180,U,004,00030
0140026,02,01,A,01,01,01,000180,U,004,00030
0140026,03,01,B,01,01,01,000180,U,004,00030
0140026,03,02,B,01,01,01,000180,U,004,00030
0140026,04,01,A,01,02,02,000180,U,004,00030
0140026,05,01,A,02,01,04,000180,U,004,00030
0140027,01,01,A,01,01,04,000185,U,005,00031
0140027,02,01,A,03,03,05,000185,U,005,00031
0140027,03,01,B,01,01,02,000185,U,005,00031
0140027,04,01,B,01,01,03,000185,U,005,00031
0140027,05,01,A,02,02,04,000185,U,005,00031
0140028,01,01,B,01,01,02,000151,U,005,00032
0140028,02,01,B,02,03,05,000151,U,005,00032
0140028,03,01,A,01,02,02,000151,U,005,00032
0140028,04,01,B,04,03,06,000151,U,005,00032
0140028,05,01,A,02,02,03,000151,U,005,00032
0140031,01,01,A,01,01,03,000212,U,005,00033
0140031,02,01,A,02,01,05,000212,U,005,00033
0140031,03,01,B,02,02,03,000212,U,005,00033
0140031,05,01,A,01,01,01,000212,U,005,00033
0140032,01,01,B,02,02,06,000200,U,004,00034
0140032,02,01,A,02,02,05,000200,U,004,00034
0140032,03,01,A,02,02,04,000200,U,004,00034
0140032,04,01,B,02,01,04,000200,U,004,00034
0140032,05,01,A,04,02,10,000200,U,004,00034
0140032,05,02,B,02,01,02,000200,U,004,00034
0140033,01,01,B,02,04,05,000180,U,005,00035
0140033,02,01,B,01,01,02,000180,U,005,00035
0140033,03,01,B,01,01,01,000180,U,005,00035
0140033,04,01,B,02,02,03,000180,U,005,00035
0140033,05,01,B,01,01,01,000180,U,005,00035
0140034,01,01,A,02,03,04,000187,U,005,00036
0140034,02,01,A,01,01,03,000187,U,005,00036
0140034,03,01,A,01,01,01,000187,U,005,00036
0140034,04,01,A,01,01,03,000187,U,005,00036
0140035,01,01,B,01,01,06,000164,U,004,00037
0140035,02,01,A,01,01,02,000164,U,004,00037
0140035,03,01,B,02,02,05,000164,U,004,00037
0140035,04,01,B,04,03,04,000164,U,004,00037
0140035,05,01,A,02,01,05,000164,U,004,00037
0140037,01,01,B,01,01,01,000153,U,005,00038
0140037,02,01,A,01,01,01,000153,U,005,00038
0140037,03,01,B,02,02,03,000153,U,005,00038
0140037,04,01,B,02,01,03,000153,U,005,00038
0140037,05,01,B,02,01,03,000153,U,005,00038
0140038,01,01,B,01,03,08,000258,U,004,00039
0140038,02,01,A,02,02,05,000258,U,004,00039
0140038,03,01,B,02,02,04,000258,U,004,00039
0140038,05,01,B,01,01,02,000258,U,004,00039
0140040,01,01,B,02,03,05,000190,U,004,00040
0140040,02,01,B,02,01,04,000190,U,004,00040
0140040,03,01,A,06,01,07,000190,U,004,00040
0140040,04,01,B,01,05,09,000190,U,004,00040
0140040,05,01,A,01,01,01,000190,U,004,00040
0140042,01,01,B,01,03,04,000185,U,005,00041
0140042,02,01,B,01,02,05,000185,U,005,00041
0140042,03,01,B,01,01,02,000185,U,005,00041
0140042,04,01,B,04,03,07,000185,U,005,00041
0140042,05,01,B,02,01,02,000185,U,005,00041
0140043,01,01,B,01,01,02,000178,U,005,00042
0140043,02,01,A,02,01,03,000178,U,005,00042
0140043,03,01,A,01,02,03,000178,U,005,00042
0140043,04,01,B,02,02,05,000178,U,005,00042
0140043,05,01,B,01,01,01,000178,U,005,00042
0140046,01,01,A,02,01,05,000163,U,005,00043
0140046,02,01,B,02,01,05,000163,U,005,00043
0140046,03,01,B,01,01,01,000163,U,005,00043
0140046,04,01,B,01,01,01,000163,U,005,00043
0140046,05,01,B,02,04,06,000163,U,005,00043
0140048,01,01,B,02,01,02,000193,U,004,00044
0140048,02,01,B,01,02,02,000193,U,004,00044
0140048,04,01,B,05,01,05,000193,U,004,00044
0140048,05,01,A,01,01,03,000193,U,004,00044
0140049,01,01,A,01,01,04,000202,U,006,00045
0140049,02,01,B,02,02,04,000202,U,006,00045
0140049,03,01,B,02,01,04,000202,U,006,00045
0140049,04,01,B,02,01,03,000202,U,006,00045
0140049,05,01,A,01,01,03,000202,U,006,00045
0140052,01,01,B,01,01,01,000172,U,005,00046
0140052,02,01,B,01,01,02,000172,U,005,00046
0140052,03,01,B,01,03,03,000172,U,005,00046
0140052,04,01,B,03,02,03,000172,U,005,00046
0140052,05,01,B,02,01,04,000172,U,005,00046
0140053,01,01,A,02,04,04,000193,U,006,00047
0140053,02,01,C,02,01,02,000000,U,006,00047
0140053,03,01,B,02,02,02,000193,U,006,00047
0140053,04,01,B,03,01,03,000193,U,006,00047
0140053,05,01,B,02,02,04,000193,U,006,00047
0140055,01,01,A,02,03,03,000187,U,005,00048
0140055,02,01,B,01,02,06,000187,U,005,00048
0140055,03,01,B,02,01,06,000187,U,005,00048
0140055,04,01,B,01,01,02,000187,U,005,00048
0140055,05,01,B,03,01,04,000187,U,005,00048
0140057,01,01,B,02,02,07,000154,U,004,00049
0140057,02,01,B,01,01,05,000154,U,004,00049
0140057,03,01,B,02,01,03,000154,U,004,00049
0140057,04,01,B,01,01,04,000154,U,004,00049
0140057,05,01,B,02,01,04,000154,U,004,00049
0140058,01,01,B,01,02,03,000203,U,006,00050
0140058,02,01,B,02,01,04,000203,U,006,00050
0140058,03,01,A,02,01,04,000203,U,006,00050
0140058,04,01,B,02,01,03,000203,U,006,00050
0140058,05,01,B,02,02,04,000203,U,006,00050
0140059,01,01,A,02,01,05,000183,U,005,00051
0140059,02,01,B,02,02,03,000183,U,005,00051
0140059,03,01,B,01,01,03,000183,U,005,00051
0140059,04,01,B,01,04,05,000183,U,005,00051
0140059,05,01,B,02,02,05,000183,U,005,00051
0140060,01,01,B,02,02,03,000175,U,005,00052
0140060,02,01,A,07,05,09,000175,U,005,00052
0140060,03,01,B,04,01,06,000175,U,005,00052
0140060,04,01,B,02,02,02,000175,U,005,00052
0140060,05,01,B,02,02,04,000175,U,005,00052
0140062,01,01,B,02,02,06,000173,U,006,00053
0140062,02,01,B,02,02,04,000173,U,006,00053
0140062,03,01,B,01,02,04,000173,U,006,00053
0140062,04,01,B,01,04,04,000173,U,006,00053
0140062,05,01,B,01,01,05,000173,U,006,00053
0140063,01,01,A,01,01,04,000149,U,005,00054
0140063,02,01,B,01,01,04,000149,U,005,00054
0140063,03,01,A,01,02,02,000149,U,005,00054
0140063,04,01,A,01,01,03,000149,U,005,00054
0140063,05,01,B,02,01,04,000149,U,005,00054
0140065,01,01,B,02,02,02,000196,U,005,00055
0140065,02,01,A,03,03,04,000196,U,005,00055
0140065,03,01,B,01,01,02,000196,U,005,00055
0140065,04,01,B,02,02,04,000196,U,005,00055
0140065,05,01,A,02,03,03,000196,U,005,00055
0140066,01,01,B,02,01,07,000169,U,004,00056
0140066,02,01,B,02,02,03,000169,U,004,00056
0140066,03,01,A,03,01,05,000169,U,004,00056
0140066,04,01,B,02,01,05,000169,U,004,00056
0140067,01,01,B,05,02,05,000187,U,005,00057
0140067,02,01,B,01,01,03,000187,U,005,00057
0140067,03,01,A,01,02,03,000187,U,005,00057
0140067,04,01,B,03,03,03,000187,U,005,00057
0140067,05,01,B,02,02,03,000187,U,005,00057
0140070,01,01,B,02,02,06,000180,U,004,00058
0140070,02,01,B,01,01,02,000180,U,004,00058
0140070,03,01,B,01,01,04,000180,U,004,00058
0140070,04,01,A,01,01,04,000180,U,004,00058
0140070,05,01,A,02,02,04,000180,U,004,00058
0140071,01,01,B,01,01,01,000172,U,005,00059
0140071,02,01,B,01,01,02,000172,U,005,00059
0140071,03,01,A,06,01,06,000172,U,005,00059
0140071,04,01,A,02,03,04,000172,U,005,00059
0140071,05,01,B,02,02,02,000172,U,005,00059
0140073,01,01,A,01,02,02,000169,U,004,00060
0140073,02,01,B,01,02,03,000169,U,004,00060
0140073,03,01,B,02,01,04,000169,U,004,00060
0140073,04,01,B,02,01,06,000169,U,004,00060
0140073,05,01,B,02,01,04,000169,U,004,00060
0140073,05,02,B,02,02,03,000169,U,004,00060
0140074,01,01,B,02,02,02,000173,U,005,00061
0140074,04,01,A,02,01,04,000173,U,005,00061
0140074,05,01,B,01,01,01,000173,U,005,00061
0140075,01,01,B,03,01,04,000181,U,005,00062
0140075,02,01,B,01,01,01,000181,U,005,00062
0140075,03,01,A,01,01,01,000181,U,005,00062
0140075,04,01,A,02,01,03,000181,U,005,00062
0140075,05,01,B,02,02,02,000181,U,005,00062
0140076,01,01,B,02,01,05,000168,U,004,00063
0140076,02,01,A,01,01,03,000168,U,004,00063
0140076,04,01,B,02,01,04,000168,U,004,00063
0140076,05,01,A,02,02,05,000168,U,004,00063
0140077,01,01,B,02,01,07,000161,U,006,00064
0140077,02,01,B,01,01,01,000161,U,006,00064
0140077,03,01,B,01,04,04,000161,U,006,00064
0140077,04,01,B,02,01,04,000161,U,006,00064
0140077,05,01,B,01,01,05,000161,U,006,00064
0140079,01,01,B,01,05,07,000170,U,005,00065
0140079,03,01,B,01,01,04,000170,U,005,00065
0140079,04,01,B,01,03,03,000170,U,005,00065
0140079,05,01,B,02,02,06,000170,U,005,00065
0140080,01,01,A,02,01,04,000171,U,004,00066
0140080,02,01,B,02,03,04,000171,U,004,00066
0140080,04,01,A,04,04,05,000171,U,004,00066
0140080,05,01,A,02,01,04,000171,U,004,00066
0140081,01,01,B,01,02,05,000188,U,006,00067
0140081,03,01,B,02,02,02,000188,U,006,00067
0140081,04,01,B,02,01,04,000188,U,006,00067
0140081,05,01,B,01,03,03,000188,U,006,00067
0140082,01,01,A,01,04,07,000165,U,005,00068
0140082,02,01,B,02,02,05,000165,U,005,00068
0140082,03,01,B,02,02,02,000165,U,005,00068
0140082,04,01,A,01,02,04,000165,U,005,00068
0140082,05,01,B,01,01,02,000165,U,005,00068
0140083,01,01,B,01,01,01,000150,U,004,00069
0140083,02,01,B,02,02,04,000150,U,004,00069
0140083,03,01,B,01,01,06,000150,U,004,00069
0140083,04,01,B,01,01,05,000150,U,004,00069
0140083,05,01,B,01,01,05,000150,U,004,00069
0140085,01,01,B,02,02,04,000199,U,006,00070
0140085,03,01,A,01,03,05,000199,U,006,00070
0140085,05,01,B,02,04,04,000199,U,006,00070
0140087,01,01,B,02,02,05,000173,U,005,00071
0140087,02,01,A,02,02,04,000173,U,005,00071
0140087,03,01,A,01,01,02,000173,U,005,00071
0140087,04,01,B,02,01,05,000173,U,005,00071
0140087,05,01,B,04,05,05,000173,U,005,00071
0140088,01,01,B,02,02,07,000179,U,005,00072
0140088,02,01,B,02,01,05,000179,U,005,00072
0140088,03,01,B,02,02,07,000179,U,005,00072
0140088,04,01,A,01,01,03,000179,U,005,00072
0140088,05,01,B,02,02,02,000179,U,005,00072
0140089,01,01,B,02,03,07,000192,U,004,00073
0140089,02,01,A,03,04,06,000192,U,004,00073
0140089,03,01,A,02,02,02,000192,U,004,00073
0140089,04,01,B,02,05,06,000192,U,004,00073
0140089,05,01,B,02,01,02,000192,U,004,00073
0140090,01,01,B,01,01,02,000204,U,006,00074
0140090,02,01,B,02,02,04,000204,U,006,00074
0140090,03,01,A,01,02,02,000204,U,006,00074
0140090,04,01,A,01,02,02,000204,U,006,00074
0140090,05,01,B,02,02,02,000204,U,006,00074
0140091,01,01,A,05,05,05,000180,U,005,00075
0140091,02,01,B,01,01,01,000180,U,005,00075
0140091,03,01,B,03,05,05,000180,U,005,00075
0140091,04,01,A,02,01,07,000180,U,005,00075
0140091,05,01,A,02,01,05,000180,U,005,00075
0140092,01,01,B,03,01,06,000196,U,005,00076
0140092,03,01,B,03,02,03,000196,U,005,00076
0140092,04,01,B,01,01,01,000196,U,005,00076
0140092,05,01,B,02,02,03,000196,U,005,00076
0140093,01,01,B,01,02,05,000167,U,004,00077
0140093,02,01,B,01,01,06,000167,U,004,00077
0140093,03,01,A,01,01,02,000167,U,004,00077
0140093,04,01,B,01,01,06,000167,U,004,00077
0140093,05,01,B,01,01,10,000167,U,004,00077
0140094,01,01,B,02,01,03,000191,U,006,00078
0140094,02,01,B,01,01,03,000191,U,006,00078
0140094,03,01,A,02,03,03,000191,U,006,00078
0140094,04,01,B,01,01,01,000191,U,006,00078
0140094,05,01,B,01,03,09,000191,U,006,00078
0140096,01,01,B,02,02,06,000171,U,004,00079
0140096,02,01,B,02,01,06,000171,U,004,00079
0140096,03,01,B,02,02,06,000171,U,004,00079
0140096,04,01,B,02,01,06,000171,U,004,00079
0140096,05,01,B,01,01,07,000171,U,004,00079
0140097,01,01,B,02,02,03,000199,U,005,00080
0140097,02,01,B,01,01,01,000199,U,005,00080
0140097,02,02,B,01,01,01,000199,U,005,00080
0140097,02,03,B,01,01,01,000199,U,005,00080
0140097,03,01,B,01,01,01,000199,U,005,00080
0140097,04,01,A,01,02,03,000199,U,005,00080
0140097,05,01,B,02,01,04,000199,U,005,00080
0140098,01,01,B,03,02,09,000186,U,004,00081
0140098,02,01,B,03,04,07,000186,U,004,00081
0140098,03,01,C,02,03,05,000000,U,004,00081
0140098,04,01,A,02,03,04,000186,U,004,00081
0140099,01,01,B,04,01,04,000200,U,006,00082
0140099,02,01,B,03,01,03,000200,U,006,00082
0140099,03,01,B,03,03,03,000200,U,006,00082
0140099,04,01,B,02,01,02,000200,U,006,00082
0140100,01,01,A,01,03,03,000158,U,005,00083
0140100,02,01,B,03,02,05,000158,U,005,00083
0140100,03,01,B,01,03,03,000158,U,005,00083
0140100,04,01,B,01,01,02,000158,U,005,00083
0140100,05,01,B,01,01,04,000158,U,005,00083
0140102,01,01,A,02,01,06,000141,U,004,00084
0140102,02,01,B,02,02,04,000141,U,004,00084
0140102,03,01,B,02,02,03,000141,U,004,00084
0140102,04,01,B,03,03,03,000141,U,004,00084
0140102,05,01,B,01,02,04,000141,U,004,00084
0140103,01,01,A,01,01,04,000179,U,006,00085
0140103,02,01,A,02,01,05,000179,U,006,00085
0140103,03,01,B,01,02,06,000179,U,006,00085
0140103,04,01,B,01,02,02,000179,U,006,00085
0140103,05,01,C,01,02,03,000000,U,006,00085
0140104,01,01,B,01,01,03,000184,U,005,00086
0140104,02,01,B,02,04,11,000184,U,005,00086
0140104,03,01,B,02,02,03,000184,U,005,00086
0140104,04,01,B,01,01,07,000184,U,005,00086
0140104,05,01,B,01,01,03,000184,U,005,00086
0140106,01,01,B,02,04,05,000171,U,004,00087
0140106,02,01,B,02,03,06,000171,U,004,00087
0140106,02,02,B,02,02,04,000171,U,004,00087
0140106,03,01,A,02,01,02,000171,U,004,00087
0140106,04,01,B,01,01,06,000171,U,004,00087
0140106,05,01,B,03,01,04,000171,U,004,00087
0140110,01,01,A,01,02,03,000153,U,005,00088
0140110,02,01,A,01,01,01,000153,U,005,00088
0140110,02,02,B,01,01,01,000153,U,005,00088
0140110,04,01,B,01,01,01,000153,U,005,00088
0140111,01,01,A,01,02,03,000178,U,004,00089
0140111,02,01,A,01,04,05,000178,U,004,00089
0140111,03,01,B,02,01,04,000178,U,004,00089
0140111,04,01,A,02,02,02,000178,U,004,00089
0140111,05,01,B,02,03,08,000178,U,004,00089
0140114,01,01,A,01,01,02,000163,U,005,00090
0140114,02,01,B,01,02,04,000163,U,005,00090
0140114,04,01,B,02,01,07,000163,U,005,00090
0140114,05,01,A,02,04,06,000163,U,005,00090
0140117,01,01,B,01,01,01,000178,U,005,00091
0140117,02,01,B,01,01,01,000178,U,005,00091
0140117,03,01,B,01,01,01,000178,U,005,00091
0140117,04,01,A,01,03,03,000178,U,005,00091
0140117,05,01,B,02,02,03,000178,U,005,00091
0140120,01,01,A,01,01,03,000203,U,006,00092
0140120,02,01,B,01,01,02,000203,U,006,00092
0140120,03,01,B,02,02,04,000203,U,006,00092
0140120,04,01,A,01,01,03,000203,U,006,00092
0140120,05,01,B,02,02,05,000203,U,006,00092
0140121,01,01,A,06,02,06,000214,U,005,00093
0140121,05,01,A,02,02,06,000214,U,005,00093
0140125,01,01,B,01,02,02,000193,U,006,00094
0140125,02,01,A,01,02,02,000193,U,006,00094
0140125,03,01,B,01,01,01,000193,U,006,00094
0140125,04,01,B,02,03,05,000193,U,006,00094
0140125,05,01,B,03,02,03,000193,U,006,00094
0140126,01,01,B,01,03,05,000196,U,005,00095
0140126,02,01,B,02,02,03,000196,U,005,00095
0140126,03,01,B,02,02,02,000196,U,005,00095
0140126,04,01,A,01,05,06,000196,U,005,00095
0140126,05,01,B,02,01,02,000196,U,005,00095
0140127,01,01,B,01,02,04,000178,U,005,00096
0140127,02,01,B,02,02,06,000178,U,005,00096
0140127,03,01,B,01,05,05,000178,U,005,00096
0140127,04,01,B,04,04,06,000178,U,005,00096
0140127,05,01,A,02,01,04,000178,U,005,00096
0140128,01,01,A,01,01,05,000151,U,004,00097
0140128,02,01,B,01,01,01,000151,U,004,00097
0140128,04,01,B,02,02,06,000151,U,004,00097
0140128,05,01,B,01,01,02,000151,U,004,00097
0140129,01,01,B,02,01,03,000189,U,005,00098
0140129,02,01,B,02,01,06,000189,U,005,00098
0140129,03,01,B,03,03,04,000189,U,005,00098
0140129,04,01,B,01,01,02,000189,U,005,00098
0140129,05,01,A,01,02,02,000189,U,005,00098
0140130,01,01,A,02,01,04,000164,U,005,00099
0140130,02,01,B,04,04,05,000164,U,005,00099
0140130,03,01,A,02,01,04,000164,U,005,00099
0140130,04,01,A,02,01,04,000164,U,005,00099
0140130,05,01,B,01,02,04,000164,U,005,00099
0140131,01,01,A,01,01,01,000184,U,004,00100
0140131,02,01,B,02,01,05,000184,U,004,00100
0140131,03,01,B,02,01,07,000184,U,004,00100
0140131,04,01,B,02,02,06,000184,U,004,00100
0140131,05,01,B,01,01,01,000184,U,004,00100
0140132,01,01,B,01,02,04,000191,U,006,00101
0140132,02,01,B,02,01,03,000191,U,006,00101
0140132,03,01,A,01,02,03,000191,U,006,00101
0140132,04,01,B,02,01,02,000191,U,006,00101
0140132,05,01,A,02,04,05,000191,U,006,00101
0140134,01,01,A,01,01,04,000219,U,004,00102
0140134,02,01,B,02,01,04,000219,U,004,00102
0140134,03,01,B,02,05,06,000219,U,004,00102
0140134,04,01,B,02,02,07,000219,U,004,00102
0140134,05,01,B,02,02,04,000219,U,004,00102
0140135,01,01,A,01,01,01,000180,U,005,00103
0140135,02,01,A,01,01,01,000180,U,005,00103
0140135,03,01,B,01,01,02,000180,U,005,00103
0140135,05,01,B,01,03,03,000180,U,005,00103
0140136,01,01,B,04,04,07,000172,U,004,00104
0140136,02,01,A,04,01,04,000172,U,004,00104
0140136,03,01,A,01,03,06,000172,U,004,00104
0140136,04,01,A,02,01,04,000172,U,004,00104
0140136,05,01,A,05,08,16,000172,U,004,00104
0140137,01,01,B,01,02,02,000202,U,006,00105
0140137,02,01,B,01,03,04,000202,U,006,00105
0140137,03,01,A,01,01,02,000202,U,006,00105
0140137,04,01,A,01,01,02,000202,U,006,00105
0140137,05,01,B,02,03,06,000202,U,006,00105
0140141,01,01,A,02,02,04,000170,U,004,00106
0140141,02,01,A,03,03,03,000170,U,004,00106
0140141,03,01,B,01,02,02,000170,U,004,00106
0140141,04,01,B,02,03,04,000170,U,004,00106
0140141,05,01,A,02,02,02,000170,U,004,00106
0140142,01,01,B,01,01,04,000178,U,005,00107
0140142,02,01,B,02,01,04,000178,U,005,00107
0140142,03,01,B,02,02,04,000178,U,005,00107
0140142,04,01,B,01,05,05,000178,U,005,00107
0140142,05,01,A,01,01,02,000178,U,005,00107
0140143,01,01,A,02,04,07,000137,U,005,00108
0140143,02,01,B,01,01,02,000137,U,005,00108
0140143,03,01,B,02,02,03,000137,U,005,00108
0140143,05,01,B,02,02,03,000137,U,005,00108
0140145,02,01,A,01,01,01,000214,U,006,00109
0140145,03,01,B,02,01,03,000214,U,006,00109
0140145,04,01,C,02,01,02,000000,U,006,00109
0140146,01,01,A,02,02,05,000196,U,005,00110
0140146,02,01,B,01,02,06,000196,U,005,00110
0140146,03,01,B,04,01,04,000196,U,005,00110
0140146,05,01,A,02,02,08,000196,U,005,00110
0140149,01,01,B,05,05,07,000171,U,004,00111
0140149,02,01,B,03,01,03,000171,U,004,00111
0140149,03,01,B,01,01,05,000171,U,004,00111
0140149,04,01,A,01,02,08,000171,U,004,00111
0140149,05,01,B,02,01,02,000171,U,004,00111
0140150,01,01,B,01,01,01,000192,U,005,00112
0140150,02,01,A,02,04,05,000192,U,005,00112
0140150,03,01,A,01,02,05,000192,U,005,00112
0140150,04,01,A,02,01,03,000192,U,005,00112
0140150,05,01,B,02,01,03,000192,U,005,00112
0140151,02,01,B,02,02,04,000214,U,006,00113
0140151,03,01,A,01,02,03,000214,U,006,00113
0140151,04,01,A,02,02,04,000214,U,006,00113
0140151,05,01,A,01,04,05,000214,U,006,00113
0140154,01,01,A,03,01,04,000171,U,005,00114
0140154,02,01,B,03,01,03,000171,U,005,00114
0140154,03,01,B,02,04,05,000171,U,005,00114
0140154,04,01,B,02,02,05,000171,U,005,00114
