CONTROL,VIV_SEL,HOGAR,RESUL_H,N_INF,R_SEL,TOT_PER,FAC_HOG,DOM,EST,UPM
2600301,03,01,A,01,02,03,000385,U,190,09146
2600301,04,01,B,02,02,05,000385,U,190,09146
2600301,05,01,A,02,02,03,000385,U,190,09146
2600302,01,01,A,02,02,03,000430,U,189,09147
2600302,02,01,B,02,02,02,000430,U,189,09147
2600302,03,01,B,01,02,02,000430,U,189,09147
2600302,04,01,B,01,02,02,000430,U,189,09147
2600302,05,01,B,02,01,03,000430,U,189,09147
2600303,01,01,B,01,03,03,000228,U,190,09148
2600303,02,01,A,01,01,03,000228,U,190,09148
2600303,03,01,A,01,01,07,000228,U,190,09148
2600303,04,01,A,01,02,02,000228,U,190,09148
2600303,05,01,A,01,01,02,000228,U,190,09148
2600304,01,01,B,02,02,04,000401,U,191,09149
2600304,02,01,A,04,01,04,000401,U,191,09149
2600304,03,01,A,02,01,05,000401,U,191,09149
2600304,04,01,B,02,02,02,000401,U,191,09149
2600304,05,01,A,02,03,03,000401,U,191,09149
2600305,01,01,A,01,02,02,000202,U,189,09150
2600305,02,01,A,01,01,01,000202,U,189,09150
2600305,03,01,B,01,02,03,000202,U,189,09150
2600305,04,01,A,02,02,02,000202,U,189,09150
2600305,05,01,B,01,01,01,000202,U,189,09150
2600306,01,01,A,01,02,05,000381,U,190,09151
2600306,04,01,B,01,01,04,000381,U,190,09151
2600306,05,01,A,02,02,06,000381,U,190,09151
2600307,01,01,A,01,01,01,000396,U,189,09152
2600307,02,01,B,01,01,03,000396,U,189,09152
2600307,03,01,B,01,01,02,000396,U,189,09152
2600307,04,01,A,01,01,02,000396,U,189,09152
2600307,05,01,B,01,02,06,000396,U,189,09152
2600308,01,01,B,01,02,04,000430,U,189,09153
2600308,02,01,B,01,01,03,000430,U,189,09153
2600308,03,01,A,01,02,03,000430,U,189,09153
2600308,04,01,B,05,05,05,000430,U,189,09153
2600308,05,01,B,01,07,07,000430,U,189,09153
2600309,01,01,B,02,01,05,000527,U,191,09154
2600309,02,01,A,02,01,04,000527,U,191,09154
2600309,03,01,B,01,01,04,000527,U,191,09154
2600309,05,01,B,02,01,04,000527,U,191,09154
2600310,01,01,B,01,02,05,000394,U,190,09155
2600310,03,01,A,01,01,02,000394,U,190,09155
2600310,05,01,B,02,02,03,000394,U,190,09155
2600311,01,01,B,01,02,04,000474,U,189,09156
2600311,02,01,A,01,01,05,000474,U,189,09156
2600311,04,01,B,02,02,04,000474,U,189,09156
2600311,05,01,A,02,01,04,000474,U,189,09156
2600312,01,01,A,02,02,04,000382,U,190,09157
2600312,02,01,A,02,02,05,000382,U,190,09157
2600312,03,01,A,01,01,01,000382,U,190,09157
2600312,05,01,B,02,02,04,000382,U,190,09157
2600313,01,01,B,01,01,03,000456,U,189,09158
2600313,02,01,B,02,01,04,000456,U,189,09158
2600313,03,01,B,01,02,02,000456,U,189,09158
2600313,04,01,B,04,01,07,000456,U,189,09158
2600313,05,01,B,01,02,06,000456,U,189,09158
2600314,01,01,B,01,01,03,000371,U,190,09159
2600314,02,01,B,01,01,01,000371,U,190,09159
2600314,03,01,A,02,02,04,000371,U,190,09159
2600314,04,01,B,02,01,02,000371,U,190,09159
2600314,05,01,B,01,01,01,000371,U,190,09159
2600315,01,01,A,02,01,03,000446,U,190,09160
2600315,02,01,B,02,05,05,000446,U,190,09160
2600315,03,01,C,01,04,04,000000,U,190,09160
2600315,04,01,A,01,05,07,000446,U,190,09160
2600315,05,01,B,01,01,02,000446,U,190,09160
2600316,01,01,B,02,01,06,000460,U,189,09161
2600316,02,01,B,02,01,02,000460,U,189,09161
2600316,03,01,B,02,01,04,000460,U,189,09161
2600316,04,01,B,01,02,02,000460,U,189,09161
2600316,05,01,B,02,01,02,000460,U,189,09161
2640001,01,01,B,02,03,05,000444,U,190,09162
2640001,02,01,B,04,03,04,000444,U,190,09162
2640001,03,01,B,01,02,02,000444,U,190,09162
2640001,04,01,B,01,01,03,000444,U,190,09162
2640001,05,01,A,02,02,04,000444,U,190,09162
2640004,02,01,B,02,03,03,000465,U,190,09163
2640004,03,01,B,01,04,05,000465,U,190,09163
2640004,04,01,A,02,01,03,000465,U,190,09163
2640004,05,01,A,02,03,06,000465,U,190,09163
2640007,01,01,A,02,02,05,000449,U,190,09164
2640007,02,01,B,02,02,05,000449,U,190,09164
2640007,03,01,A,02,01,05,000449,U,190,09164
2640007,04,01,B,01,01,03,000449,U,190,09164
2640007,05,01,B,01,02,05,000449,U,190,09164
2640013,01,01,C,02,01,04,000000,U,191,09165
2640013,02,01,A,02,01,04,000507,U,191,09165
2640013,04,01,B,01,01,03,000507,U,191,09165
2640013,05,01,A,01,01,01,000507,U,191,09165
2640015,01,01,A,02,01,05,000539,U,191,09166
2640015,02,01,A,01,02,05,000539,U,191,09166
2640015,04,01,A,01,01,01,000539,U,191,09166
2640015,05,01,B,02,01,02,000539,U,191,09166
2640016,01,01,B,10,07,10,000442,U,190,09167
2640016,02,01,B,01,01,01,000442,U,190,09167
2640016,03,01,A,02,03,05,000442,U,190,09167
2640016,04,01,A,01,01,03,000442,U,190,09167
2640016,05,01,B,02,02,03,000442,U,190,09167
2640017,01,01,B,02,01,02,000454,U,189,09168
2640017,02,01,B,01,01,01,000454,U,189,09168
2640017,03,01,B,01,01,01,000454,U,189,09168
2640017,04,01,B,02,03,04,000454,U,189,09168
2640017,05,01,A,03,03,03,000454,U,189,09168
2640025,01,01,A,02,02,03,000509,U,191,09169
2640025,02,01,B,01,01,01,000509,U,191,09169
2640025,03,01,B,02,02,03,000509,U,191,09169
2640025,04,01,B,01,01,02,000509,U,191,09169
2640025,05,01,B,02,01,02,000509,U,191,09169
2640029,01,01,A,02,03,05,000519,U,189,09170
2640029,02,01,A,02,03,06,000519,U,189,09170
2640029,04,01,A,02,02,07,000519,U,189,09170
2640029,05,01,A,02,01,02,000519,U,189,09170
2640031,01,01,B,01,02,02,000509,U,191,09171
2640031,02,01,B,02,01,04,000509,U,191,09171
2640031,03,01,A,01,01,04,000509,U,191,09171
2640031,04,01,A,02,03,03,000509,U,191,09171
2640031,05,01,A,02,04,04,000509,U,191,09171
2640035,01,01,A,01,02,02,000524,U,191,09172
2640035,02,01,B,02,01,04,000524,U,191,09172
2640035,03,01,A,01,03,04,000524,U,191,09172
2640035,04,01,A,02,04,05,000524,U,191,09172
2640035,05,01,A,02,02,03,000524,U,191,09172
2640036,01,01,A,01,01,02,000446,U,190,09173
2640036,02,01,B,02,04,04,000446,U,190,09173
2640036,03,01,A,02,02,05,000446,U,190,09173
2640036,04,01,A,02,01,04,000446,U,190,09173
2640036,05,01,A,03,01,04,000446,U,190,09173
2640041,01,01,B,02,01,04,000548,U,191,09174
2640041,01,02,A,01,01,03,000548,U,191,09174
2640041,02,01,B,03,03,03,000548,U,191,09174
2640041,03,01,B,03,01,05,000548,U,191,09174
2640041,04,01,A,01,01,03,000548,U,191,09174
2640041,05,01,A,01,01,01,000548,U,191,09174
2640042,01,01,B,01,03,05,000435,U,190,09175
2640042,02,01,A,01,01,01,000435,U,190,09175
2640042,03,01,A,01,04,05,000435,U,190,09175
2640042,04,01,B,01,01,01,000435,U,190,09175
2640042,04,02,B,02,02,02,000435,U,190,09175
2640042,05,01,B,01,01,01,000435,U,190,09175
2640049,01,01,B,01,01,05,000415,U,190,09176
2640049,02,01,B,01,01,01,000415,U,190,09176
2640049,03,01,A,01,01,01,000415,U,190,09176
2640049,04,01,B,02,01,02,000415,U,190,09176
2640049,05,01,B,02,01,04,000415,U,190,09176
2640059,01,01,A,02,01,05,000480,U,190,09177
2640059,02,01,B,03,03,06,000480,U,190,09177
2640059,03,01,B,02,02,03,000480,U,190,09177
2640059,04,01,B,01,02,03,000480,U,190,09177
2640059,05,01,A,01,03,03,000480,U,190,09177
2640063,01,01,B,02,03,06,000440,U,190,09178
2640063,02,01,B,02,01,04,000440,U,190,09178
2640063,03,01,A,01,02,03,000440,U,190,09178
2640063,04,01,B,02,02,03,000440,U,190,09178
2640063,05,01,B,03,03,06,000440,U,190,09178
2640064,01,01,B,01,02,04,000723,U,189,09179
2640064,02,01,B,02,02,03,000723,U,189,09179
2640064,03,01,A,02,02,04,000723,U,189,09179
2640064,04,01,B,01,03,03,000723,U,189,09179
2640064,05,01,B,02,01,04,000723,U,189,09179
2640067,01,01,B,02,01,05,000593,U,191,09180
2640067,02,01,A,01,03,03,000593,U,191,09180
2640067,03,01,B,02,02,06,000593,U,191,09180
2640067,04,01,A,01,01,02,000593,U,191,09180
2640067,05,01,B,01,03,04,000593,U,191,09180
2640068,01,01,A,02,02,02,000484,U,189,09181
2640068,02,01,B,01,02,03,000484,U,189,09181
2640068,03,01,B,02,02,05,000484,U,189,09181
2640068,04,01,B,01,02,04,000484,U,189,09181
2640068,05,01,B,01,01,02,000484,U,189,09181
2640071,01,01,A,01,01,04,000407,U,189,09182
2640071,03,01,A,01,02,02,000407,U,189,09182
2640071,04,01,B,01,02,02,000407,U,189,09182
2640071,05,01,B,02,02,03,000407,U,189,09182
2640074,01,01,B,01,02,02,000554,U,191,09183
2640074,02,01,A,02,03,04,000554,U,191,09183
2640074,03,01,B,02,02,02,000554,U,191,09183
2640074,04,01,A,03,02,03,000554,U,191,09183
2640074,05,01,B,01,05,07,000554,U,191,09183
2640077,01,01,B,01,03,03,000519,U,189,09184
2640077,02,01,A,02,02,04,000519,U,189,09184
2640077,03,01,C,01,01,01,000000,U,189,09184
2640077,04,01,B,02,01,05,000519,U,189,09184
2640077,05,01,B,02,01,02,000519,U,189,09184
2640084,01,01,A,03,03,05,000418,U,189,09185
2640084,03,01,A,02,01,04,000418,U,189,09185
2640084,04,01,A,01,02,04,000418,U,189,09185
2640086,01,01,B,01,01,05,000396,U,190,09186
2640086,02,01,C,04,01,07,000000,U,190,09186
2640086,03,01,A,01,02,05,000396,U,190,09186
2640086,04,01,B,01,01,03,000396,U,190,09186
2640086,05,01,B,02,02,05,000396,U,190,09186
2640088,01,01,B,01,01,01,000411,U,190,09187
2640088,02,01,B,01,01,01,000411,U,190,09187
2640088,03,01,B,02,03,04,000411,U,190,09187
2640088,04,01,A,01,01,01,000411,U,190,09187
2640088,05,01,B,01,01,03,000411,U,190,09187
2640090,01,01,B,01,01,01,000531,U,189,09188
2640090,02,01,B,02,02,05,000531,U,189,09188
2640090,03,01,B,01,03,04,000531,U,189,09188
2640090,04,01,B,02,02,03,000531,U,189,09188
2640090,05,01,B,01,02,03,000531,U,189,09188
2640091,01,01,A,04,01,05,000543,U,191,09189
2640091,02,01,B,02,02,05,000543,U,191,09189
2640091,03,01,B,01,01,05,000543,U,191,09189
2640091,04,01,B,02,02,05,000543,U,191,09189
2640091,05,01,B,02,02,05,000543,U,191,09189
2640092,01,01,B,02,01,03,000461,U,190,09190
2640092,02,01,B,03,03,05,000461,U,190,09190
2640092,04,01,C,03,01,03,000000,U,190,09190
2640092,05,01,B,01,01,02,000461,U,190,09190
2640096,01,01,B,01,01,01,000408,U,190,09191
2640096,02,01,B,01,02,05,000408,U,190,09191
2640096,03,01,A,01,01,01,000408,U,190,09191
2640096,04,01,B,01,01,01,000408,U,190,09191
2640096,05,01,A,02,01,03,000408,U,190,09191
2640097,01,01,A,02,01,05,000484,U,189,09192
2640097,02,01,B,01,01,02,000484,U,189,09192
2640097,03,01,A,03,03,07,000484,U,189,09192
2640097,04,01,B,04,01,05,000484,U,189,09192
2640097,05,01,A,02,01,05,000484,U,189,09192
2640099,01,01,A,01,01,03,000699,U,191,09193
2640099,02,01,A,01,02,03,000699,U,191,09193
2640099,04,01,C,02,01,04,000000,U,191,09193
2640099,04,02,A,01,01,01,000699,U,191,09193
2640099,05,01,A,01,03,04,000699,U,191,09193
2640100,01,01,A,05,02,05,000460,U,190,09194
2640100,02,01,A,02,01,03,000460,U,190,09194
2640100,03,01,B,01,02,05,000460,U,190,09194
2640100,04,01,B,01,01,01,000460,U,190,09194
2640100,05,01,A,02,01,02,000460,U,190,09194
2640101,01,01,B,01,02,02,000433,U,190,09195
2640101,02,01,B,02,02,02,000433,U,190,09195
2640101,03,01,A,02,01,02,000433,U,190,09195
2640101,04,01,A,02,01,04,000433,U,190,09195
2640101,05,01,B,01,01,01,000433,U,190,09195
2640102,01,01,B,04,02,04,000476,U,189,09196
2640102,03,01,A,01,01,01,000476,U,189,09196
2640102,04,01,B,03,03,03,000476,U,189,09196
2640102,05,01,A,01,01,05,000476,U,189,09196
2640111,01,01,B,02,02,04,000470,U,190,09197
2640111,02,01,A,01,01,01,000470,U,190,09197
2640111,03,01,B,01,01,03,000470,U,190,09197
2640111,04,01,A,01,02,03,000470,U,190,09197
2640111,05,01,B,01,01,02,000470,U,190,09197
2640117,01,01,B,01,01,01,000477,U,190,09198
2640117,02,01,A,02,01,04,000477,U,190,09198
2640117,03,01,A,01,02,03,000477,U,190,09198
2640117,04,01,A,03,02,06,000477,U,190,09198
2640117,05,01,B,02,01,02,000477,U,190,09198
2640121,01,01,B,01,04,07,000433,U,190,09199
2640121,03,01,B,01,01,02,000433,U,190,09199
2640121,04,01,B,01,01,03,000433,U,190,09199
2640121,05,01,B,01,03,05,000433,U,190,09199
2640123,01,01,B,01,01,02,000480,U,190,09200
2640123,02,01,A,01,01,03,000480,U,190,09200
2640123,03,01,B,02,02,04,000480,U,190,09200
2640123,04,01,B,02,01,04,000480,U,190,09200
2640123,05,01,A,01,02,04,000480,U,190,09200
2640124,01,01,B,02,01,03,000552,U,191,09201
2640124,02,01,B,01,02,04,000552,U,191,09201
2640124,03,01,A,02,01,05,000552,U,191,09201
2640124,04,01,B,02,02,02,000552,U,191,09201
2640124,05,01,B,01,02,03,000552,U,191,09201
2640128,01,01,A,01,01,06,000527,U,188,09202
2640128,02,01,B,02,02,03,000527,U,188,09202
2640128,03,01,B,02,01,07,000527,U,188,09202
2640128,04,01,A,01,01,02,000527,U,188,09202
2640128,05,01,A,02,02,03,000527,U,188,09202
2640131,01,01,B,01,01,03,000463,U,190,09203
2640131,02,01,B,01,01,02,000463,U,190,09203
2640131,03,01,B,02,03,04,000463,U,190,09203
2640131,04,01,B,01,02,02,000463,U,190,09203
2640131,05,01,B,02,01,02,000463,U,190,09203
2640134,01,01,B,01,04,04,000502,U,189,09204
2640134,02,01,A,02,01,05,000502,U,189,09204
2640134,03,01,A,05,05,06,000502,U,189,09204
2640134,04,01,B,01,02,03,000502,U,189,09204
2640134,05,01,B,01,03,03,000502,U,189,09204
2640143,01,01,B,02,01,03,000461,U,190,09205
2640143,02,01,B,02,01,05,000461,U,190,09205
2640143,03,01,B,01,03,03,000461,U,190,09205
2640143,05,01,A,01,02,03,000461,U,190,09205
2640147,01,01,A,02,02,04,000440,U,190,09206
2640147,02,01,B,02,02,07,000440,U,190,09206
2640147,03,01,B,01,01,02,000440,U,190,09206
2640147,04,01,B,02,04,06,000440,U,190,09206
2640148,01,01,A,01,01,03,000427,U,190,09207
2640148,02,01,B,01,01,04,000427,U,190,09207
2640148,03,01,A,01,01,01,000427,U,190,09207
2640148,04,01,B,02,02,04,000427,U,190,09207
2640148,05,01,B,01,01,02,000427,U,190,09207
2640153,01,01,A,01,01,01,000466,U,190,09208
2640153,02,01,A,01,02,07,000466,U,190,09208
2640153,03,01,B,02,02,05,000466,U,190,09208
2640153,04,01,A,01,02,04,000466,U,190,09208
2640153,05,01,B,01,01,03,000466,U,190,09208
2640156,02,01,B,05,04,05,000446,U,190,09209
2640156,03,01,B,02,01,02,000446,U,190,09209
2640156,04,01,A,02,01,03,000446,U,190,09209
2640156,05,01,B,01,01,04,000446,U,190,09209
2640158,01,01,A,01,02,02,000412,U,190,09210
2640158,02,01,A,03,03,05,000412,U,190,09210
2640158,03,01,A,01,01,01,000412,U,190,09210
2640158,04,01,B,03,02,03,000412,U,190,09210
2640158,05,01,B,01,01,02,000412,U,190,09210
2640160,01,01,A,02,01,03,000488,U,191,09211
2640160,02,01,A,02,03,03,000488,U,191,09211
2640160,03,01,A,01,01,01,000488,U,191,09211
2640160,04,01,A,02,03,05,000488,U,191,09211
2640161,02,01,B,01,02,04,000477,U,190,09212
2640161,03,01,B,01,01,04,000477,U,190,09212
2640161,04,01,B,02,01,06,000477,U,190,09212
2640161,05,01,A,01,01,02,000477,U,190,09212
2640165,01,01,B,02,01,04,000438,U,190,09213
2640165,02,01,B,01,02,02,000438,U,190,09213
2640165,03,01,B,04,01,03,000438,U,190,09213
2640165,04,01,A,02,02,04,000438,U,190,09213
2640165,05,01,A,01,01,03,000438,U,190,09213
2640166,01,01,A,02,02,04,000460,U,190,09214
2640166,02,01,C,02,01,04,000000,U,190,09214
2640166,03,01,B,02,01,03,000460,U,190,09214
2640166,04,01,B,02,01,03,000460,U,190,09214
2640166,05,01,B,01,01,03,000460,U,190,09214
2640170,01,01,B,02,02,05,000797,U,191,09215
2640170,02,01,A,02,01,03,000797,U,191,09215
2640170,03,01,B,02,03,04,000797,U,191,09215
2640170,04,01,A,01,05,05,000797,U,191,09215
2640170,05,01,B,03,02,05,000797,U,191,09215
2640173,01,01,B,02,01,05,000509,U,189,09216
2640173,02,01,B,02,02,02,000509,U,189,09216
2640173,03,01,B,01,02,02,000509,U,189,09216
2640173,04,01,A,01,01,05,000509,U,189,09216
2640173,05,01,A,01,01,01,000509,U,189,09216
2640175,01,01,B,02,01,05,000508,U,190,09217
2640175,02,01,B,02,02,04,000508,U,190,09217
2640175,03,01,B,02,01,06,000508,U,190,09217
2640175,05,01,B,01,02,05,000508,U,190,09217
2640177,01,01,B,01,03,05,000476,U,189,09218
2640177,02,01,A,01,01,02,000476,U,189,09218
2640177,03,01,B,01,02,06,000476,U,189,09218
2640177,04,01,A,06,05,08,000476,U,189,09218
2640177,05,01,B,04,04,05,000476,U,189,09218
2640180,01,01,A,01,01,01,000440,U,189,09219
2640180,02,01,B,02,01,02,000440,U,189,09219
2640180,03,01,B,02,03,04,000440,U,189,09219
2640180,04,01,B,01,01,02,000440,U,189,09219
2640180,05,01,B,02,02,05,000440,U,189,09219
2640183,02,01,A,02,01,03,000478,U,190,09220
2640183,03,01,B,01,01,03,000478,U,190,09220
2640183,04,01,B,03,03,05,000478,U,190,09220
2640183,05,01,B,01,01,01,000478,U,190,09220
2640183,05,02,A,02,01,04,000478,U,190,09220
2640188,01,01,B,03,01,03,000445,U,190,09221
2640188,02,01,A,01,03,03,000445,U,190,09221
2640188,03,01,B,01,01,01,000445,U,190,09221
2640188,04,01,A,04,01,04,000445,U,190,09221
2640189,01,01,C,02,01,05,000000,U,191,09222
2640189,02,01,A,01,01,02,000576,U,191,09222
2640189,04,01,B,02,02,04,000576,U,191,09222
2640194,01,01,B,01,01,05,000458,U,190,09223
2640194,03,01,B,02,02,04,000458,U,190,09223
2640194,04,01,B,01,01,02,000458,U,190,09223
2640194,05,01,B,01,01,01,000458,U,190,09223
2640196,01,01,B,02,03,08,000492,U,190,09224
2640196,02,01,B,01,01,01,000492,U,190,09224
2640196,03,01,A,01,04,06,000492,U,190,09224
2640196,04,01,A,01,01,04,000492,U,190,09224
2640196,05,01,A,02,03,04,000492,U,190,09224
2640206,01,01,B,01,01,01,000481,U,191,09225
2640206,02,01,A,02,02,03,000481,U,191,09225
2640206,03,01,B,02,05,05,000481,U,191,09225
2640206,04,01,B,02,02,05,000481,U,191,09225
2640206,05,01,B,02,02,02,000481,U,191,09225
2640209,01,01,B,02,02,04,000463,U,190,09226
2640209,02,01,A,01,01,03,000463,U,190,09226
2640209,03,01,B,02,02,04,000463,U,190,09226
2640209,04,01,B,03,03,03,000463,U,190,09226
2640209,05,01,B,02,02,05,000463,U,190,09226
2640210,01,01,A,02,03,05,000450,U,190,09227
2640210,02,01,B,01,01,01,000450,U,190,09227
2640210,03,01,B,03,03,04,000450,U,190,09227
2640210,04,01,B,01,01,05,000450,U,190,09227
2640210,05,01,B,02,02,04,000450,U,190,09227
2640213,01,01,B,01,02,02,000489,U,190,09228
2640213,02,01,B,01,01,01,000489,U,190,09228
2640213,04,01,B,02,02,04,000489,U,190,09228
2640213,05,01,A,02,01,04,000489,U,190,09228
2640217,01,01,A,01,01,01,000459,U,190,09229
2640217,02,01,A,02,02,04,000459,U,190,09229
2640217,03,01,B,01,01,04,000459,U,190,09229
2640217,05,01,A,01,02,04,000459,U,190,09229
2640220,01,01,A,01,04,05,000399,U,190,09230
2640220,02,01,B,01,01,02,000399,U,190,09230
2640220,03,01,A,01,01,01,000399,U,190,09230
2640220,04,01,A,02,01,02,000399,U,190,09230
2640220,05,01,A,01,01,01,000399,U,190,09230
2640230,01,01,B,02,01,03,000449,U,189,09231
2640230,02,01,B,02,02,06,000449,U,189,09231
2640230,03,01,A,02,02,05,000449,U,189,09231
2640230,04,01,B,02,02,02,000449,U,189,09231
2640230,05,01,B,01,01,03,000449,U,189,09231
2640231,01,01,B,01,02,05,000467,U,191,09232
2640231,02,01,B,02,02,05,000467,U,191,09232
2640231,03,01,A,01,02,02,000467,U,191,09232
2640231,04,01,B,02,02,05,000467,U,191,09232
2640231,05,01,B,02,02,03,000467,U,191,09232
2640233,01,01,A,02,02,02,000457,U,191,09233
2640233,02,01,A,02,01,04,000457,U,191,09233
2640233,03,01,B,02,01,02,000457,U,191,09233
2640233,04,01,C,02,01,02,000000,U,191,09233
2640233,05,01,A,02,02,04,000457,U,191,09233
2640234,01,01,A,01,02,02,000465,U,189,09234
2640234,02,01,A,01,01,04,000465,U,189,09234
2640234,03,01,B,01,02,02,000465,U,189,09234
2640234,04,01,A,01,02,03,000465,U,189,09234
2640234,05,01,A,02,02,05,000465,U,189,09234
2640238,01,01,B,02,01,05,000461,U,191,09235
2640238,02,01,B,01,02,03,000461,U,191,09235
2640238,03,01,A,01,01,01,000461,U,191,09235
2640238,04,01,B,01,01,01,000461,U,191,09235
2640240,01,01,A,02,02,03,000540,U,191,09236
2640240,02,01,B,02,01,02,000540,U,191,09236
2640240,03,01,C,02,03,04,000000,U,191,09236
2640240,04,01,B,04,03,04,000540,U,191,09236
2640243,01,01,A,02,06,07,000482,U,189,09237
2640243,02,01,B,02,01,02,000482,U,189,09237
2640243,03,01,A,01,01,02,000482,U,189,09237
2640243,04,01,A,02,02,04,000482,U,189,09237
2640243,05,01,A,03,03,03,000482,U,189,09237
2640244,01,01,A,02,01,04,000525,U,191,09238
2640244,02,01,B,01,01,02,000525,U,191,09238
2640244,03,01,B,02,02,02,000525,U,191,09238
2640244,04,01,A,02,01,05,000525,U,191,09238
2640244,05,01,B,01,02,03,000525,U,191,09238
2640247,01,01,B,01,03,03,000506,U,189,09239
2640247,02,01,A,01,01,05,000506,U,189,09239
2640247,03,01,B,02,04,04,000506,U,189,09239
2640247,04,01,A,02,02,04,000506,U,189,09239
2640247,05,01,B,02,02,02,000506,U,189,09239
2640248,01,01,A,01,04,05,000490,U,190,09240
2640248,02,01,B,03,03,02,000490,U,190,09240
2640248,03,01,A,02,03,06,000490,U,190,09240
2640248,04,01,B,01,02,02,000490,U,190,09240
2640248,05,01,A,02,02,03,000490,U,190,09240
2640251,01,01,B,02,03,03,000785,U,188,09241
2640251,02,01,B,02,01,02,000785,U,188,09241
2640251,03,01,A,01,01,01,000785,U,188,09241
2640251,04,01,B,02,01,03,000785,U,188,09241
2640251,05,01,B,01,01,03,000785,U,188,09241
2640255,01,01,A,03,04,04,000418,U,190,09242
2640255,02,01,B,02,01,03,000418,U,190,09242
2640255,03,01,B,02,02,02,000418,U,190,09242
2640255,04,01,B,02,02,04,000418,U,190,09242
2640255,05,01,B,01,02,03,000418,U,190,09242
2640257,02,01,B,01,01,02,000524,U,191,09243
2640257,03,01,B,01,03,03,000524,U,191,09243
2640257,04,01,B,02,02,03,000524,U,191,09243
2640257,05,01,B,02,03,03,000524,U,191,09243
2640260,01,01,A,02,03,04,000449,U,190,09244
2640260,02,01,A,01,01,01,000449,U,190,09244
2640260,03,01,C,01,03,03,000000,U,190,09244
2640260,04,01,B,02,01,03,000449,U,190,09244
2640260,05,01,B,01,02,04,000449,U,190,09244
2640265,01,01,A,02,02,03,000419,U,191,09245
2640265,02,01,A,02,02,05,000419,U,191,09245
2640265,03,01,A,01,01,02,000419,U,191,09245
2640265,05,01,A,02,02,04,000419,U,191,09245
2640266,02,01,B,02,01,03,000468,U,189,09246
2640266,03,01,B,02,02,05,000468,U,189,09246
2640266,04,01,B,01,03,03,000468,U,189,09246
2640266,05,01,B,02,02,02,000468,U,189,09246
2640284,02,01,B,01,01,01,000417,U,190,09247
2640284,04,01,A,05,06,07,000417,U,190,09247
2640284,05,01,A,02,02,05,000417,U,190,09247
2640286,01,01,B,02,03,04,000472,U,190,09248
2640286,02,01,B,02,02,03,000472,U,190,09248
2640286,03,01,A,02,01,03,000472,U,190,09248
2640286,04,01,A,02,02,02,000472,U,190,09248
2640286,05,01,B,02,02,05,000472,U,190,09248
2640300,01,01,B,01,02,04,000451,U,190,09249
2640300,02,01,B,02,01,04,000451,U,190,09249
2640300,03,01,A,02,01,05,000451,U,190,09249
2640300,04,01,A,02,02,04,000451,U,190,09249
2640300,05,01,A,02,03,05,000451,U,190,09249
2640304,01,01,B,02,01,02,000462,U,190,09250
2640304,02,01,B,01,01,02,000462,U,190,09250
2640304,02,02,B,01,02,03,000462,U,190,09250
2640304,04,01,A,01,01,01,000462,U,190,09250
2640304,05,01,A,02,01,02,000462,U,190,09250
2640305,02,01,B,01,01,02,000556,U,191,09251
2640305,03,01,C,02,01,02,000000,U,191,09251
2640313,01,01,A,02,02,02,000450,U,190,09252
2640313,02,01,B,02,02,09,000450,U,190,09252
2640313,03,01,A,02,01,07,000450,U,190,09252
2640313,04,01,A,02,01,05,000450,U,190,09252
2640313,05,01,A,01,02,02,000450,U,190,09252
2640314,01,01,A,03,02,07,000501,U,189,09253
2640314,02,01,B,01,01,03,000501,U,189,09253
2640314,03,01,B,01,02,05,000501,U,189,09253
2640314,04,01,B,01,01,02,000501,U,189,09253
2640314,05,01,B,01,01,02,000501,U,189,09253
2640319,01,01,A,01,01,02,000426,U,190,09254
2640319,02,01,B,01,01,01,000426,U,190,09254
2640319,03,01,A,01,01,02,000426,U,190,09254
2640319,04,01,A,01,01,05,000426,U,190,09254
2640319,05,01,A,04,04,04,000426,U,190,09254
2640321,01,01,B,05,04,06,000583,U,191,09255
2640321,03,01,B,02,02,05,000583,U,191,09255
2640321,04,01,B,04,04,04,000583,U,191,09255
2640321,05,01,B,01,01,01,000583,U,191,09255
2640331,02,01,A,02,02,04,000542,U,191,09256
2640331,03,01,B,01,01,01,000542,U,191,09256
2640331,04,01,B,02,02,03,000542,U,191,09256
2640331,05,01,B,01,05,05,000542,U,191,09256
2640335,01,01,A,02,02,03,000361,U,189,09257
2640335,02,01,B,02,01,04,000361,U,189,09257
2640335,03,01,B,01,03,04,000361,U,189,09257
2640335,04,01,A,02,02,03,000361,U,189,09257
2640335,05,01,A,02,02,03,000361,U,189,09257
2640337,01,01,A,01,05,07,000565,U,191,09258
2640337,02,01,B,03,03,05,000565,U,191,09258
2640337,03,01,B,01,02,04,000565,U,191,09258
2640337,04,01,B,03,01,03,000565,U,191,09258
2640342,01,01,A,01,01,03,000479,U,191,09259
2640342,02,01,A,01,01,04,000479,U,191,09259
2640342,03,01,B,01,01,02,000479,U,191,09259
2640342,04,01,A,02,01,05,000479,U,191,09259
2640342,05,01,B,02,02,04,000479,U,191,09259
2640349,01,01,A,01,01,01,000460,U,189,09260
2640349,02,01,A,02,02,03,000460,U,189,09260
2640349,04,01,B,01,01,02,000460,U,189,09260
2640349,05,01,A,01,02,04,000460,U,189,09260
2640370,01,01,B,02,05,05,000527,U,191,09261
2640370,02,01,A,01,02,02,000527,U,191,09261
2640370,03,01,B,02,02,03,000527,U,191,09261
2640370,04,01,B,01,01,05,000527,U,191,09261
